name;id;name_type;class;mass;fall;year;lat;long;geolocation
Raoyang;22394;Valid;L6;4910;Fell;1919;38.2;115.7;(38.2, 115.7)
Ras Tanura;22395;Valid;H6;6.1;Fell;1961;2.666.667;50.15;(26.66667, 50.15)
Rasgrad;22396;Valid;Stone-uncl;24700;Fell;1740;43.5;2.653.333;(43.5, 26.53333)
Ratyn;22398;Valid;Stone-uncl;910;Fell;1880;52.2;1.798.333;(52.2, 17.98333)
Red Canyon Lake;53502;Valid;H5;18.41;Fell;2007;3.813.742;-11.975.812;(38.13742, -119.75812)
Reliegos;22584;Valid;L5;17300;Fell;1947;42.475;-533.333;(42.475, -5.33333)
Rembang;22585;Valid;Iron, IVA;10000;Fell;1919;-673.333;11.136.667;(-6.73333, 111.36667)
Renazzo;22586;Valid;CR2;1000;Fell;1824;4.476.667;1.128.333;(44.76667, 11.28333)
Renca;22587;Valid;L5;300;Fell;1925;-32.75;-6.528.333;(-32.75, -65.28333)
Renqiu;22589;Valid;L6;355;Fell;1916;3.866.667;11.613.333;(38.66667, 116.13333)
Repeev Khutor;22590;Valid;Iron, IIF;7000;Fell;1933;48.6;4.566.667;(48.6, 45.66667)
Revelstoke;22592;Valid;CI1;1;Fell;1965;5.133.333;-118.95;(51.33333, -118.95)
Rewari;22593;Valid;L6;3332;Fell;1929;28.2;7.666.667;(28.2, 76.66667)
Rich Mountain;22597;Valid;L6;668;Fell;1903;3.503.333;-8.303.333;(35.03333, -83.03333)
Uzcudun;24140;Valid;L;20000;Fell;1948;-4.411.667;-66.15;(-44.11667, -66.15)
Richardton;22599;Valid;H5;90000;Fell;1918;4.688.333;-10.231.667;(46.88333, -102.31667)
Richland Springs;22602;Valid;OC;1900;Fell;1980;31.25;-9.903.333;(31.25, -99.03333)
Richmond;22603;Valid;LL5;1800;Fell;1828;3.746.667;-77.5;(37.46667, -77.5)
Rio Negro;22611;Valid;L4;1310;Fell;1934;-26.1;-49.8;(-26.1, -49.8)
Rivolta de Bassi;22614;Valid;Stone-uncl;103.3;Fell;1490;4.548.333;951.667;(45.48333, 9.51667)
Rochester;22637;Valid;H6;340;Fell;1876;4.108.333;-8.628.333;(41.08333, -86.28333)
Rockhampton;22640;Valid;Stone-uncl;1641;Fell;1895;-2.338.333;15.051.667;(-23.38333, 150.51667)
Roda;22641;Valid;Diogenite;400;Fell;1871;42.3;0.55;(42.3, 0.55)
Rodach;22642;Valid;Stone-uncl;2900;Fell;1775;50.35;10.8;(50.35, 10.8)
Rose City;22766;Valid;H5;10600;Fell;1921;4.451.667;-83.95;(44.51667, -83.95)
Rowton;22773;Valid;Iron, IIIAB;3500;Fell;1876;5.276.667;-251.667;(52.76667, -2.51667)
Ruhobobo;22780;Valid;L6;465.5;Fell;1976;-1.45;2.983.333;(-1.45, 29.83333)
Rumuruti;22782;Valid;R3.8-6;67;Fell;1934;0.26667;3.653.333;(0.26667, 36.53333)
Rupota;22783;Valid;L4-6;6000;Fell;1949;-1.026.667;3.876.667;(-10.26667, 38.76667)
Ryechki;22791;Valid;L5;13000;Fell;1914;5.113.333;34.5;(51.13333, 34.5)
Sabetmahet;22792;Valid;H5;1250;Fell;1855;2.743.333;8.208.333;(27.43333, 82.08333)
Sabrum;22793;Valid;LL6;478;Fell;1999;2.308.333;9.166.667;(23.08333, 91.66667)
Sagan;22796;Valid;Stone-uncl;NA;Fell;1636;5.153.333;1.488.333;(51.53333, 14.88333)
Saint-Sauveur;23101;Valid;EH5;14000;Fell;1914;4.373.333;138.333;(43.73333, 1.38333)
Saint-SÇverin;23102;Valid;LL6;271000;Fell;1966;45.3;0.23333;(45.3, 0.23333)
Sakauchi;23103;Valid;Iron;4180;Fell;1913;3.566.667;136.3;(35.66667, 136.3)
Salem;23107;Valid;L6;61.4;Fell;1981;4.497.917;-12.296.944;(44.97917, -122.96944)
Salles;23111;Valid;L5;9000;Fell;1798;46.05;463.333;(46.05, 4.63333)
Salzwedel;23114;Valid;LL5;43;Fell;1985;52.75;11.05;(52.75, 11.05)
Samelia;23115;Valid;Iron, IIIAB;2462;Fell;1921;2.566.667;7.486.667;(25.66667, 74.86667)
San Juan Capistrano;23128;Valid;H6;56;Fell;1973;3.348.472;-1.176.625;(33.48472, -117.6625)
San Michele;31315;Valid;L6;237;Fell;2002;4.366.667;13;(43.66667, 13.0)
San Pedro de Quiles;23130;Valid;L6;282;Fell;1956;-3.101.667;-71.4;(-31.01667, -71.4)
San Pedro Jacuaro;34063;Valid;LL6;460;Fell;1968;1.976.667;-100.65;(19.76667, -100.65)
Santa Barbara;23161;Valid;L4;400;Fell;1873;-29.2;-5.186.667;(-29.2, -51.86667)
Santa Cruz;23164;Valid;CM2;60;Fell;1939;2.416.667;-9.933.333;(24.16667, -99.33333)
Santa Isabel;23165;Valid;L6;5500;Fell;1924;-33.9;-61.7;(-33.9, -61.7)
Santa Lucia (2008);50909;Valid;L6;4000;Fell;2008;-31.535.556;-68.489.444;(-31.535556, -68.489444)
S∆o Jose do Rio Preto;23171;Valid;H4;927;Fell;1962;-20.81;-4.938.056;(-20.81, -49.38056)
Saratov;23176;Valid;L4;200000;Fell;1918;52.55;46.55;(52.55, 46.55)
Sasagase;23187;Valid;H;695;Fell;1688;3.471.667;13.778.333;(34.71667, 137.78333)
Sauguis;23188;Valid;L6;4000;Fell;1868;43.15;-0.85;(43.15, -0.85)
Savtschenskoje;23190;Valid;LL4;2500;Fell;1894;4.721.667;2.986.667;(47.21667, 29.86667)
Sayama;23192;Valid;CM2;430;Fell;1986;3.586.667;139.4;(35.86667, 139.4)
Sazovice;23455;Valid;L5;412;Fell;1934;4.923.333;1.756.667;(49.23333, 17.56667)
Schellin;23457;Valid;L;7000;Fell;1715;53.35;15.05;(53.35, 15.05)
Schenectady;23458;Valid;H5;283.3;Fell;1968;4.286.083;-7.395.028;(42.86083, -73.95028)
Schînenberg;23460;Valid;L6;8000;Fell;1846;4.811.667;1.046.667;(48.11667, 10.46667)
Searsmont;23472;Valid;H5;5400;Fell;1871;4.436.667;-69.2;(44.36667, -69.2)
Sedikîy;23473;Valid;L6;240;Fell;1917;38.3;2.713.333;(38.3, 27.13333)
Segowlie;23476;Valid;LL6;6930;Fell;1853;26.75;8.478.333;(26.75, 84.78333)
Selakopi;23481;Valid;H5;1590;Fell;1939;-723.333;10.733.333;(-7.23333, 107.33333)
Seldebourak;23483;Valid;H5;150;Fell;1947;2.283.333;498.333;(22.83333, 4.98333)
Semarkona;23487;Valid;LL3.00;691;Fell;1940;22.25;79;(22.25, 79.0)
Sena;23495;Valid;H4;4000;Fell;1773;4.171.667;-0.05;(41.71667, -0.05)
Senboku;23496;Valid;H6;866;Fell;1993;3.943.833;14.051.167;(39.43833, 140.51167)
Seoni;23500;Valid;H6;20000;Fell;1966;2.168.389;7.950.083;(21.68389, 79.50083)
Seres;23501;Valid;H4;8500;Fell;1818;41.05;2.356.667;(41.05, 23.56667)
Serra de MagÇ;23502;Valid;Eucrite-cm;1800;Fell;1923;-838.333;-3.676.667;(-8.38333, -36.76667)
Sete Lagoas;23504;Valid;H4;350;Fell;1908;-1.946.667;-4.421.667;(-19.46667, -44.21667)
Sevilla;23508;Valid;LL4;180;Fell;1862;3.741.667;-6;(37.41667, -6.0)
Sevrukovo;23509;Valid;L5;101000;Fell;1874;5.061.667;36.6;(50.61667, 36.6)
Sfax;23512;Valid;L6;7000;Fell;1989;34.75;1.071.667;(34.75, 10.71667)
Shalka;23521;Valid;Diogenite;4000;Fell;1850;23.1;87.3;(23.1, 87.3)
Sharps;23525;Valid;H3.4;1265;Fell;1921;3.783.333;-76.7;(37.83333, -76.7)
Shelburne;23529;Valid;L5;18600;Fell;1904;44.05;-8.016.667;(44.05, -80.16667)
Shergotty;23530;Valid;Martian (shergottite);5000;Fell;1865;24.55;8.483.333;(24.55, 84.83333)
Sheyang;23531;Valid;L6;605;Fell;1976;33.65;12.006.667;(33.65, 120.06667)
Shikarpur;23534;Valid;L6;3679.7;Fell;1921;25.85;875.775;(25.85, 87.5775)
Shuangyang;23582;Valid;H5;3900;Fell;1971;43.5;12.566.667;(43.5, 125.66667)
Shupiyan;23583;Valid;H6;5000;Fell;1912;3.371.667;7.483.333;(33.71667, 74.83333)
Shytal;23584;Valid;L6;3200;Fell;1863;2.433.333;9.016.667;(24.33333, 90.16667)
Siena;23586;Valid;LL5;3700;Fell;1794;4.311.667;11.6;(43.11667, 11.6)
Sikhote-Alin;23593;Valid;Iron, IIAB;23000000;Fell;1947;46.16;13.465.333;(46.16, 134.65333)
Silao;23594;Valid;H5;1710;Fell;1995;2.093.333;-10.138.333;(20.93333, -101.38333)
Silistra;55584;Valid;Achondrite-ung;0.15;Fell;1917;4.411.667;2.726.667;(44.11667, 27.26667)
Simmern;23603;Valid;H5;1222;Fell;1920;4.998.333;753.333;(49.98333, 7.53333)
Sinai;23606;Valid;L6;1455;Fell;1916;30.9;3.248.333;(30.9, 32.48333)
Sindhri;23611;Valid;H5;8400;Fell;1901;2.621.667;69.55;(26.21667, 69.55)
Sinnai;23613;Valid;H6;2000;Fell;1956;39.3;9.2;(39.3, 9.2)
Sioux County;23614;Valid;Eucrite-mmict;4100;Fell;1933;4.258.333;-10.366.667;(42.58333, -103.66667)
Sitathali;23616;Valid;H5;1600;Fell;1875;2.091.667;8.258.333;(20.91667, 82.58333)
Sivas;23617;Valid;H6;40000;Fell;1989;3.982.467;3.613.583;(39.82467, 36.13583)
Sixiangkou;23619;Valid;L5;630;Fell;1989;3.243.333;11.986.667;(32.43333, 119.86667)
Ski;23621;Valid;L6;850;Fell;1848;5.973.333;1.086.667;(59.73333, 10.86667)
Slavetic;23626;Valid;H5;1708;Fell;1868;4.568.333;15.6;(45.68333, 15.6)
Slobodka;23645;Valid;L4;2750;Fell;1818;55;35;(55.0, 35.0)
Soheria;23660;Valid;OC;72.9;Fell;1960;2.713.333;8.406.667;(27.13333, 84.06667)
Soko-Banja;23661;Valid;LL4;80000;Fell;1877;4.366.667;2.186.667;(43.66667, 21.86667)
Sologne;23663;Valid;H5;54;Fell;1860;4.736.667;173.333;(47.36667, 1.73333)
So?tmany;53829;Valid;L6;1066;Fell;2011;5.400.883;22.005;(54.00883, 22.005)
Sone;23667;Valid;H5;17100;Fell;1866;3.516.667;13.533.333;(35.16667, 135.33333)
Songyuan;23668;Valid;L6;36900;Fell;1993;45.25;125;(45.25, 125.0)
Sopot;23670;Valid;OC;958;Fell;1927;4.441.667;23.5;(44.41667, 23.5)
Soroti;23671;Valid;Iron, ungrouped;2050;Fell;1945;1.7;3.363.333;(1.7, 33.63333)
St. Caprais-de-Quinsac;23081;Valid;L6;360;Fell;1883;44.75;0.05;(44.75, 0.05)
St. Christophe-la-Chartreuse;23082;Valid;L6;5500;Fell;1841;46.95;-1.5;(46.95, -1.5)
St. Denis Westrem;23083;Valid;L6;700;Fell;1855;51.05;3.75;(51.05, 3.75)
St. Germain-du-Pinel;23087;Valid;H6;4000;Fell;1890;4.801.667;-1.15;(48.01667, -1.15)
St. Louis;23089;Valid;H4;1000;Fell;1950;38.7;-9.023.333;(38.7, -90.23333)
St. Mark's;23090;Valid;EH5;13780;Fell;1903;-3.201.667;2.741.667;(-32.01667, 27.41667)
St. Mary's County;23091;Valid;LL3.3;24.3;Fell;1919;3.816.667;-7.638.333;(38.16667, -76.38333)
St. Mesmin;23092;Valid;LL6;8300;Fell;1866;48.45;393.333;(48.45, 3.93333)
St. Michel;23093;Valid;L6;17000;Fell;1910;61.65;27.2;(61.65, 27.2)
St.-Chinian;23097;Valid;L6;134.3;Fell;1959;4.343.333;2.95;(43.43333, 2.95)
StÑlldalen;23712;Valid;H5;34000;Fell;1876;5.993.333;14.95;(59.93333, 14.95)
Stannern;23713;Valid;Eucrite-mmict;52000;Fell;1808;4.928.333;1.556.667;(49.28333, 15.56667)
Stavropol;23717;Valid;L6;1500;Fell;1857;45.05;4.198.333;(45.05, 41.98333)
Ste. Marguerite;23099;Valid;H4;4960;Fell;1962;5.076.667;3;(50.76667, 3.0)
Sterlitamak;23724;Valid;Iron, IIIAB;325000;Fell;1990;5.366.667;5.598.333;(53.66667, 55.98333)
Stolzenau;23726;Valid;Stone-uncl;NA;Fell;1647;5.253.333;9.05;(52.53333, 9.05)
Stratford;23728;Valid;L6;50;Fell;1974;41.2;-7.313.333;(41.2, -73.13333)
Strathmore;23729;Valid;L6;13400;Fell;1917;5.658.333;-3.25;(56.58333, -3.25)
Stretchleigh;23732;Valid;Stone-uncl;10400;Fell;1623;5.038.333;-3.95;(50.38333, -3.95)
St-Robert;23733;Valid;H5;25400;Fell;1994;4.596.861;-7.297.806;(45.96861, -72.97806)
Success;23736;Valid;L6;3500;Fell;1924;3.648.333;-9.066.667;(36.48333, -90.66667)
Suchy Dul;23737;Valid;L6;815.3;Fell;1969;5.053.806;1.626.333;(50.53806, 16.26333)
Suizhou;23738;Valid;L6;260000;Fell;1986;3.161.667;11.346.667;(31.61667, 113.46667)
Sulagiri;48951;Valid;LL6;110000;Fell;2008;1.266.667;7.803.333;(12.66667, 78.03333)
Sultanpur;23741;Valid;L/LL6;1710.5;Fell;1916;2.593.333;8.428.333;(25.93333, 84.28333)
Sungach;23745;Valid;H5;637;Fell;1935;4.486.667;13.316.667;(44.86667, 133.16667)
Supuhee;23760;Valid;H6;7235;Fell;1865;2.671.667;8.421.667;(26.71667, 84.21667)
Sutter's Mill;55529;Valid;C;992.5;Fell;2012;3.880.389;-12.090.806;(38.80389, -120.90806)
Sylacauga;23773;Valid;H4;5560;Fell;1954;3.318.836;-862.945;(33.18836, -86.2945)
Tabor;23776;Valid;H5;7540;Fell;1753;49.4;14.65;(49.4, 14.65)
Tadjera;23778;Valid;L5;9000;Fell;1867;3.618.333;541.667;(36.18333, 5.41667)
Tagish Lake;23782;Valid;C2-ung;10000;Fell;2000;5.970.444;-13.420.139;(59.70444, -134.20139)
Tahara;23784;Valid;H4/5;1000;Fell;1991;34.72;137.305;(34.72, 137.305)
Takenouchi;23789;Valid;H5;720;Fell;1880;3.538.333;134.9;(35.38333, 134.9)
Talampaya;23791;Valid;Eucrite-cm;1421;Fell;1995;NA;NA;NA
Tambakwatu;23795;Valid;L6;10500;Fell;1975;-7.75;11.276.667;(-7.75, 112.76667)
Tamdakht;48691;Valid;H5;100000;Fell;2008;3.116.333;-7.015;(31.16333, -7.015)
TanÇ;23801;Valid;L5;905;Fell;1918;3.543.333;13.623.333;(35.43333, 136.23333)
Taonan;23873;Valid;L5;3850;Fell;1965;45.4;122.9;(45.4, 122.9)
Tatahouine;23884;Valid;Diogenite;12000;Fell;1931;32.95;1.041.667;(32.95, 10.41667)
Tathlith;23885;Valid;L6;2500;Fell;1967;1.938.333;4.373.333;(19.38333, 43.73333)
Tauk;23887;Valid;L6;6000;Fell;1929;3.513.333;44.45;(35.13333, 44.45)
Tauti;23888;Valid;L6;21000;Fell;1937;4.671.667;23.5;(46.71667, 23.5)
Tenham;23897;Valid;L6;160000;Fell;1879;-2.573.333;142.95;(-25.73333, 142.95)
Tennasilm;23898;Valid;L4;28500;Fell;1872;5.803.333;26.95;(58.03333, 26.95)
Thal;23908;Valid;H6;342;Fell;1950;33.4;70.6;(33.4, 70.6)
Thika;54493;Valid;L6;14200;Fell;2011;-100.278;3.715.028;(-1.00278, 37.15028)
Thuathe;23976;Valid;H4/5;45300;Fell;2002;-2.933.333;2.758.333;(-29.33333, 27.58333)
Tianzhang;23984;Valid;H5;2232;Fell;1986;3.294.667;118.99;(32.94667, 118.99)
Tieschitz;23989;Valid;H/L3.6;28000;Fell;1878;49.6;1.711.667;(49.6, 17.11667)
Tilden;23998;Valid;L6;74800;Fell;1927;38.2;-8.968.333;(38.2, -89.68333)
Tillaberi;23999;Valid;L6;3000;Fell;1970;14.25;153.333;(14.25, 1.53333)
Timochin;24004;Valid;H5;65500;Fell;1807;54.5;35.2;(54.5, 35.2)
Tirupati;24009;Valid;H6;230;Fell;1934;1.363.333;7.941.667;(13.63333, 79.41667)
Tissint;54823;Valid;Martian (shergottite);7000;Fell;2011;2.948.195;-761.123;(29.48195, -7.61123)
Tjabe;24011;Valid;H6;20000;Fell;1869;-708.333;11.153.333;(-7.08333, 111.53333)
Tjerebon;24012;Valid;L5;16500;Fell;1922;-666.667;10.658.333;(-6.66667, 106.58333)
Tomakovka;24019;Valid;LL6;600;Fell;1905;47.85;3.476.667;(47.85, 34.76667)
Tomatlan;24020;Valid;H6;900;Fell;1879;2.016.667;-10.521.667;(20.16667, -105.21667)
Tomita;24023;Valid;L;600;Fell;1916;34.5;133.75;(34.5, 133.75)
Tomiya;24024;Valid;H4/5;27.5;Fell;1984;3.836.667;14.086.556;(38.36667, 140.86556)
Tonk;24026;Valid;CI1;7.7;Fell;1911;24.65;7.686.667;(24.65, 76.86667)
Torino;24029;Valid;H6;977;Fell;1988;4.506.667;766.667;(45.06667, 7.66667)
Torrington;24032;Valid;H6;259.1;Fell;1944;4.206.667;-10.416.667;(42.06667, -104.16667)
Toulouse;24036;Valid;H6;1030;Fell;1812;43.6;1.4;(43.6, 1.4)
Tounkin;24037;Valid;OC;2000;Fell;1824;5.173.333;10.253.333;(51.73333, 102.53333)
Tourinnes-la-Grosse;24038;Valid;L6;14500;Fell;1863;5.078.333;476.667;(50.78333, 4.76667)
Trebbin;24042;Valid;LL6;1250;Fell;1988;5.221.667;1.316.667;(52.21667, 13.16667)
Trenzano;24046;Valid;H3/4;11800;Fell;1856;4.546.667;10;(45.46667, 10.0)
Treysa;24050;Valid;Iron, IIIAB-an;63000;Fell;1916;5.091.667;918.333;(50.91667, 9.18333)
Tromõy;24053;Valid;H;357.4;Fell;1950;5.847.333;886.667;(58.47333, 8.86667)
Troup;24054;Valid;L6;1020;Fell;1917;3.216.667;-95.1;(32.16667, -95.1)
Trysil;24057;Valid;L/LL6;640;Fell;1927;61.3;12.3;(61.3, 12.3)
Tsukuba;24059;Valid;H5-6;800;Fell;1996;3.606.333;140.145;(36.06333, 140.145)
Tuan Tuc;24060;Valid;L6;13100;Fell;1921;966.667;10.566.667;(9.66667, 105.66667)
Tugalin-Bulen;24062;Valid;H6;10000;Fell;1967;4.546.667;10.538.333;(45.46667, 105.38333)
Tulung Dzong;24071;Valid;Stone-uncl;NA;Fell;1944;30;90.75;(30.0, 90.75)
Turtle Lake;47343;Valid;L5;89.3;Fell;1996;4.534.583;-9.205.167;(45.34583, -92.05167)
Tuxtuac;24086;Valid;LL5;30000;Fell;1975;2.166.667;-10.336.667;(21.66667, -103.36667)
Tysnes Island;24094;Valid;H4;19860;Fell;1884;60;561.667;(60.0, 5.61667)
Tyumen;24095;Valid;Iron;750;Fell;1903;5.716.667;6.553.333;(57.16667, 65.53333)
Uberaba;24096;Valid;H5;40000;Fell;1903;-1.981.667;-4.878.333;(-19.81667, -48.78333)
Ucera;24097;Valid;H5;4590;Fell;1970;11.05;-69.85;(11.05, -69.85)
Uchkuduk;24098;Valid;L6;1000;Fell;1989;4.176.667;6.251.667;(41.76667, 62.51667)
Udaipur;24099;Valid;H3;2000;Fell;1976;NA;NA;NA
Udei Station;24101;Valid;Iron, IAB-ung;103000;Fell;1927;7.95;808.333;(7.95, 8.08333)
Uden;24103;Valid;LL7;710;Fell;1840;51.65;561.667;(51.65, 5.61667)
Udipi;24104;Valid;H5;3600;Fell;1866;1.348.333;7.478.333;(13.48333, 74.78333)
Ufana;24106;Valid;EL6;189.2;Fell;1957;-426.667;35.35;(-4.26667, 35.35)
Ulmiz;24108;Valid;L;76.5;Fell;1926;4.693.333;721.667;(46.93333, 7.21667)
Umbala;24112;Valid;LL5;100;Fell;1822;3.033.333;7.633.333;(30.33333, 76.33333)
Umm Ruaba;24118;Valid;L5;1700;Fell;1966;1.346.667;3.121.667;(13.46667, 31.21667)
Undulung;24121;Valid;L4;113.4;Fell;1986;6.613.889;12.476.667;(66.13889, 124.76667)
Unkoku;24123;Valid;OC;1000;Fell;1924;34.8;127;(34.8, 127.0)
Urasaki;24129;Valid;Stone-uncl;1500;Fell;1926;3.448.333;13.328.333;(34.48333, 133.28333)
Usti Nad Orlici;24132;Valid;L6;1269;Fell;1963;49.975;16.375;(49.975, 16.375)
Utrecht;24135;Valid;L6;9700;Fell;1843;5.211.667;518.333;(52.11667, 5.18333)
Utzenstorf;24136;Valid;H5;3422;Fell;1928;4.711.667;7.55;(47.11667, 7.55)
Vago;24143;Valid;H6;40;Fell;1668;4.541.667;1.113.333;(45.41667, 11.13333)
Valdavur;24144;Valid;H6;2799;Fell;1944;1.198.333;79.75;(11.98333, 79.75)
Valdinizza;24145;Valid;L6;1004;Fell;1903;4.486.667;9.15;(44.86667, 9.15)
Valdinoce;24146;Valid;Stone-uncl;NA;Fell;1495;4.406.667;12.1;(44.06667, 12.1)
Valera;24149;Valid;L5;50000;Fell;1972;931.667;-7.062.833;(9.31667, -70.62833)
Varre-Sai;53633;Valid;L5;2500;Fell;2010;-2.085.001;-4.173.356;(-20.85001, -41.73356)
Vavilovka;24154;Valid;LL6;1932;Fell;1876;46.15;3.283.333;(46.15, 32.83333)
Vengerovo;24158;Valid;H5;10800;Fell;1950;5.613.333;7.726.667;(56.13333, 77.26667)
Veramin;24162;Valid;Mesosiderite-B2;54000;Fell;1880;3.533.333;5.163.333;(35.33333, 51.63333)
Verkhne Tschirskaia;24165;Valid;H5;8000;Fell;1843;4.841.667;43.2;(48.41667, 43.2)
Vernon County;24168;Valid;H6;1500;Fell;1865;43.5;-9.116.667;(43.5, -91.16667)
Vetluga;24169;Valid;Eucrite-mmict;750;Fell;1949;57.8;45.8;(57.8, 45.8)
Vigarano;24174;Valid;CV3;15000;Fell;1910;44.85;11.4;(44.85, 11.4)
Villalbeto de la Pe§a;24179;Valid;L6;3500;Fell;2004;42.8;-466.667;(42.8, -4.66667)
Villarrica;24181;Valid;Stone-uncl;NA;Fell;1925;-2.583.333;-56.5;(-25.83333, -56.5)
Vilna;24183;Valid;L5;0.1;Fell;1967;54.225;-11.169.167;(54.225, -111.69167)
Virba;24185;Valid;L6;3600;Fell;1873;4.353.333;2.263.333;(43.53333, 22.63333)
Vishnupur;24187;Valid;LL4-6;2437;Fell;1906;23.1;8.743.333;(23.1, 87.43333)
Vissannapeta;24188;Valid;Eucrite-cm;1303.8;Fell;1997;1.683.333;80.75;(16.83333, 80.75)
Visuni;24189;Valid;H6;594;Fell;1915;25.45;70;(25.45, 70.0)
VouillÇ;24191;Valid;L6;20000;Fell;1831;4.663.333;0.16667;(46.63333, 0.16667)
Walters;24210;Valid;L6;28100;Fell;1946;3.433.333;-98.3;(34.33333, -98.3)
Warrenton;24215;Valid;CO3.7;1600;Fell;1877;3.868.333;-91.15;(38.68333, -91.15)
Washougal;24218;Valid;Howardite;225;Fell;1939;4.558.333;-122.35;(45.58333, -122.35)
Werdama;47344;Valid;H5;4000;Fell;2006;3.279.732;2.178.713;(32.79732, 21.78713)
Wessely;24244;Valid;H5;3750;Fell;1831;48.95;1.738.333;(48.95, 17.38333)
Weston;24249;Valid;H4;150000;Fell;1807;41.266.667;-73.266.667;(41.266667, -73.266667)
Wethersfield (1971);24250;Valid;L6;350;Fell;1971;41.7;-72.65;(41.7, -72.65)
Wethersfield (1982);24251;Valid;L6;2756;Fell;1982;4.171.056;-7.267.361;(41.71056, -72.67361)
Whetstone Mountains;49514;Valid;H5;2138.74;Fell;2009;3.196.185;-110.434.183;(31.96185, -110.434183)
Wiluna;24281;Valid;H5;150000;Fell;1967;-2.659.278;12.032.833;(-26.59278, 120.32833)
Witklip Farm;24321;Valid;H5;22;Fell;1918;-26;30;(-26.0, 30.0)
Witsand Farm;24322;Valid;LL4;66;Fell;1932;-2.866.667;1.891.667;(-28.66667, 18.91667)
Wittekrantz;24323;Valid;L5;2200;Fell;1880;-32.5;23;(-32.5, 23.0)
Wolamo;24324;Valid;OC;166.4;Fell;1964;9;39;(9.0, 39.0)
Wold Cottage;24325;Valid;L6;25000;Fell;1795;5.413.667;-0.41333;(54.13667, -0.41333)
Woolgorong;24334;Valid;L6;36000;Fell;1960;-27.75;11.583.333;(-27.75, 115.83333)
Worden;24337;Valid;L5;1551;Fell;1997;4.238.467;-836.115;(42.38467, -83.6115)
Wuan;24340;Valid;H6;50000;Fell;1986;36.75;114.25;(36.75, 114.25)
Wuzhi;24342;Valid;Stone-uncl;NA;Fell;1931;3.513.333;11.333.333;(35.13333, 113.33333)
Xi Ujimgin;24345;Valid;L/LL6-an;5900;Fell;1980;4.466.667;117.5;(44.66667, 117.5)
Xingyang;24346;Valid;H6;75500;Fell;1977;3.233.333;11.431.667;(32.33333, 114.31667)
Yafa;24351;Valid;H5;5700;Fell;2000;1.371.111;45.17;(13.71111, 45.17)
Yambo;30345;Valid;H5;4;Fell;1951;1;22.5;(1.0, 22.5)
Yangchiang;30348;Valid;H5;20000;Fell;1954;2.183.333;11.183.333;(21.83333, 111.83333)
Yanzhuang;30350;Valid;H6;3500;Fell;1990;2.456.667;11.416.667;(24.56667, 114.16667)
Yardymly;30352;Valid;Iron, IAB complex;150200;Fell;1959;3.893.333;48.25;(38.93333, 48.25)
Yatoor;30358;Valid;H5;13600;Fell;1852;14.3;7.976.667;(14.3, 79.76667)
Yonozu;30366;Valid;H4/5;31650;Fell;1837;37.75;139;(37.75, 139.0)
Yorktown (New York);30370;Valid;L5;250;Fell;1869;4.128.333;-7.381.667;(41.28333, -73.81667)
Yoshiki;30372;Valid;Stone-uncl;0.1;Fell;1928;3.416.667;131.45;(34.16667, 131.45)
Yukan;30377;Valid;LL6;4800;Fell;1931;2.871.667;11.661.667;(28.71667, 116.61667)
Yurtuk;30378;Valid;Howardite;1472;Fell;1936;4.731.667;3.536.667;(47.31667, 35.36667)
Zaborzika;30379;Valid;L6;3867;Fell;1818;5.028.333;2.768.333;(50.28333, 27.68333)
Zabrodje;30380;Valid;L6;3000;Fell;1893;5.518.333;2.791.667;(55.18333, 27.91667)
Zag;30384;Valid;H3-6;175000;Fell;1998;2.733.333;-933.333;(27.33333, -9.33333)
Zagami;30386;Valid;Martian (shergottite);18000;Fell;1962;1.173.333;708.333;(11.73333, 7.08333)
Zaisan;30388;Valid;H5;463;Fell;1963;47.5;83;(47.5, 83.0)
Zaisho;30389;Valid;Pallasite, PMG-an;330;Fell;1898;33.7;133.8;(33.7, 133.8)
Zaoyang;30391;Valid;H5;14250;Fell;1984;32.3;112.75;(32.3, 112.75)
Zavetnoe;30395;Valid;L6;800;Fell;1952;4.713.333;43.9;(47.13333, 43.9)
Zavid;30396;Valid;L6;95000;Fell;1897;44.4;1.911.667;(44.4, 19.11667)
Zebrak;30397;Valid;H5;2000;Fell;1824;4.988.333;1.391.667;(49.88333, 13.91667)
Zemaitkiemis;30399;Valid;L6;44100;Fell;1933;55.3;25;(55.3, 25.0)
Zhaodong;30404;Valid;L4;42000;Fell;1984;4.581.667;12.591.667;(45.81667, 125.91667)
Zhovtnevyi;30407;Valid;H6;107000;Fell;1938;4.758.333;37.25;(47.58333, 37.25)
Zhuanghe;30408;Valid;H5;2900;Fell;1976;3.966.667;12.298.333;(39.66667, 122.98333)
Zmenj;30411;Valid;Howardite;246;Fell;1858;5.183.333;2.683.333;(51.83333, 26.83333)
Zomba;30412;Valid;L6;7500;Fell;1899;-1.518.333;3.528.333;(-15.18333, 35.28333)
Zsadany;30413;Valid;H5;552;Fell;1875;4.693.333;21.5;(46.93333, 21.5)
Zvonkov;30415;Valid;H6;2568;Fell;1955;50.2;30.25;(50.2, 30.25)
Abajo;4;Valid;H5;331;Found;1982;26.8;-10.541.667;(26.8, -105.41667)
Abar al' Uj 001;51399;Valid;H3.8;194.34;Found;2008;2.272.192;4.895.937;(22.72192, 48.95937)
